"","PANID","VEND","UNITS","OUTLET","DOLLARS","WEEK","ITEM","F","D","PR","VOL_EQ","SIZE","FLAVOR.SCENT","FORM","PACKAGE","PRODUCT.TYPE","STORE.LOCATION","ADDITIVES","TYPE.OF.FORMULAT","COLOR","COUNT","VENDORITEMCOUNT","Panelist.Type","Combined.Pre.Tax.Income.of.HH","Family.Size","HH_RACE","Type.of.Residential.Possession","COUNTY","HH_AGE","HH_EDU","HH_OCC","Age.Group.Applied.to.Male.HH","Education.Level.Reached.by.Male.HH","Occupation.Code.of.Male.HH","Male.Working.Hour.Code","MALE_SMOKE","Age.Group.Applied.to.Female.HH","Education.Level.Reached.by.Female.HH","Occupation.Code.of.Female.HH","Female.Working.Hour.Code","FEM_SMOKE","Number.of.Dogs","Number.of.Cats","Children.Group.Code","Marital.Status","Language","Number.of.TVs.Used.by.HH","Number.of.TVs.Hooked.to.Cable","HISP_FLAG","HISP_CAT","HH.Head.Race..RACE2.","HH.Head.Race..RACE3.","Microwave.Owned.by.HH","ZIPCODE","FIPSCODE","market.based.upon.zipcode","IRI.Geography.Number","EXT_FACT"
"63","1101253","37000",4,"DR",10,1464,"6224","A",0,1,0.375,"REGULAR","MISSING","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHT ANT ANTANTBRTFRS","RED",1,145,6,9,3,"1",2,"C",5,4,13,5,5,13,1,"0",5,4,13,1,"0",0,1,8,2,".","3","3","0",".","2",2,"1",1201,25003,1,1,1
"64","1101279","35000",1,"GR",1.49,1448,"56688","NONE",0,0,0.375,"REGULAR","CINNAMINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHTN ANTC BRTH FRSH","RED",1,117,6,6,2,"1",2,"C",6,3,10,6,5,10,4,"0",6,3,10,4,"0",0,0,8,2,".","3","3","0",".","1",1,"1",1201,25003,1,1,1
"65","1101279","37000",1,"GR",2.79,1468,"42734","NONE",0,0,0.375,"REGULAR","MISSING","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","GREEN & WHITE",1,145,6,6,2,"1",2,"C",6,3,10,6,5,10,4,"0",6,3,10,4,"0",0,0,8,2,".","3","3","0",".","1",1,"1",1201,25003,1,1,1
"66","1101279","35000",1,"GR",1.49,1459,"56688","NONE",0,0,0.375,"REGULAR","CINNAMINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHTN ANTC BRTH FRSH","RED",1,117,6,6,2,"1",2,"C",6,3,10,6,5,10,4,"0",6,3,10,4,"0",0,0,8,2,".","3","3","0",".","1",1,"1",1201,25003,1,1,1
"67","1101337","35000",1,"GR",2.49,1435,"74125","NONE",0,0,0.2625,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHTN ANTC ANTG ANTP","WHITE",1,117,6,5,1,"1",2,"C",6,6,10,7,9,11,7,".",6,6,10,4,"0",0,0,8,4,".","2","2","0",".","1",1,"1",1201,25003,1,1,1
"68","1101402","37000",1,"GR",24.99,1476,"36367","NONE",0,0,0.25,"REGULAR","REGULAR","STRIPS","BOX","TOOTH WHITENER","SHELF STABLE","PEROXIDE","WHITENING","MISSING",1,145,0,7,1,"1",2,"C",6,6,10,7,9,11,7,".",6,6,10,4,"0",0,0,8,4,".","3","2","0",".","1",1,"1",1201,25003,1,1,1
"69","1101402","35000",1,"DR",1.99,1435,"76469","NONE",0,1,0.375,"REGULAR","CLEAN MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","BREATH STRIPS","WHITENNG BRTH FRSHNR","GREEN",1,117,0,7,1,"1",2,"C",6,6,10,7,9,11,7,".",6,6,10,4,"0",0,0,8,4,".","3","2","0",".","1",1,"1",1201,25003,1,1,1
"70","1101402","35000",1,"DR",1.99,1435,"74282","NONE",0,1,0.375,"REGULAR","MISSING","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","MISSING",1,117,0,7,1,"1",2,"C",6,6,10,7,9,11,7,".",6,6,10,4,"0",0,0,8,4,".","3","2","0",".","1",1,"1",1201,25003,1,1,1
"71","1101477","37000",1,"DR",3.33,1457,"45309","NONE",0,0,0.2563,"REGULAR","CLEAN MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","SNSTV WHTNNG ANT-CVT","GREEN",1,145,0,6,1,"1",2,"C",6,7,10,7,9,11,7,".",6,7,10,4,"1",1,0,8,3,".","3","3","0",".","1",1,"1",1201,25003,1,1,1
"72","1101477","37000",1,"GR",3.99,1429,"45308","NONE",0,0,0.2563,"REGULAR","MINTY FRESH","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","SNSTV WHTNNG ANT-CVT","GREEN",1,145,0,6,1,"1",2,"C",6,7,10,7,9,11,7,".",6,7,10,4,"1",1,0,8,3,".","3","3","0",".","1",1,"1",1201,25003,1,1,1
"73","1101477","37000",3,"DR",9.99,1466,"45309","NONE",0,1,0.2563,"REGULAR","CLEAN MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","SNSTV WHTNNG ANT-CVT","GREEN",1,145,0,6,1,"1",2,"C",6,7,10,7,9,11,7,".",6,7,10,4,"1",1,0,8,3,".","3","3","0",".","1",1,"1",1201,25003,1,1,1
"74","1101519","37000",1,"GR",2,1429,"32025","B",2,1,0.5125,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","BKSODA PEROXIDE FLRD","WHTNN TRT CTR AN CVT","BLUE & WHITE",1,145,6,7,3,"1",2,"C",5,4,10,5,4,10,4,"0",5,4,10,4,"0",0,0,2,2,".","5","5","0",".","1",1,"1",1201,25003,1,1,1
"75","1101519","35000",1,"GR",2.99,1436,"76201","NONE",0,0,0.375,"REGULAR","REGULAR","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHT ANT ANTANTBRTFRS","GREEN",1,117,6,7,3,"1",2,"C",5,4,10,5,4,10,4,"0",5,4,10,4,"0",0,0,2,2,".","5","5","0",".","1",1,"1",1201,25003,1,1,1
"76","1101519","35000",1,"GR",3.49,1455,"74100","NONE",1,0,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","GN AN CV AN PL TR CN","GREEN",1,117,6,7,3,"1",2,"C",5,4,10,5,4,10,4,"0",5,4,10,4,"0",0,0,2,2,".","5","5","0",".","1",1,"1",1201,25003,1,1,1
"77","1101519","37000",1,"GR",3.99,1462,"374","NONE",0,0,0.375,"REGULAR","BUBBLE GUM","SPARKLING GEL","NEAT SQUEEZE DSPNSR","TOOTHPASTE","SHELF STABLE","FLUORIDE","ANTI CAVITY","MISSING",1,145,6,7,3,"1",2,"C",5,4,10,5,4,10,4,"0",5,4,10,4,"0",0,0,2,2,".","5","5","0",".","1",1,"1",1201,25003,1,1,1
"78","1101519","35000",2,"GR",2.78,1457,"74118","B",0,1,0.2625,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHT ANT GNGTRTCNTANT","BLUE & WHITE",1,117,6,7,3,"1",2,"C",5,4,10,5,4,10,4,"0",5,4,10,4,"0",0,0,2,2,".","5","5","0",".","1",1,"1",1201,25003,1,1,1
"79","1101519","35000",1,"GR",3.49,1443,"76201","NONE",0,0,0.375,"REGULAR","REGULAR","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHT ANT ANTANTBRTFRS","GREEN",1,117,6,7,3,"1",2,"C",5,4,10,5,4,10,4,"0",5,4,10,4,"0",0,0,2,2,".","5","5","0",".","1",1,"1",1201,25003,1,1,1
"80","1101519","35000",3,"GR",2.79,1472,"57097","A",2,1,0.4,"REGULAR","COOL MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHTNN TRT CTR AN CVT","WHITE",1,117,6,7,3,"1",2,"C",5,4,10,5,4,10,4,"0",5,4,10,4,"0",0,0,2,2,".","5","5","0",".","1",1,"1",1201,25003,1,1,1
"81","1101626","37000",1,"DR",0.99,1459,"38592","NONE",0,0,0.0531,"REGULAR","MINTY FRESH","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","GREEN & WHITE",1,145,5,9,1,"1",2,"C",5,8,1,7,9,11,7,".",5,8,1,3,"0",1,0,8,1,".","1","1","0",".","1",1,"1",1201,25003,1,1,1
"82","1101626","49336",1,"DR",5.99,1439,"44700","NONE",0,1,0.1875,"REGULAR","MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI STAIN","MISSING",1,8,5,9,1,"1",2,"C",5,8,1,7,9,11,7,".",5,8,1,3,"0",1,0,8,1,".","1","1","0",".","1",1,"1",1201,25003,1,1,1
"83","1101626","35000",2,"DR",2.72,1445,"74125","B",0,1,0.2625,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHTN ANTC ANTG ANTP","WHITE",1,117,5,9,1,"1",2,"C",5,8,1,7,9,11,7,".",5,8,1,3,"0",1,0,8,1,".","1","1","0",".","1",1,"1",1201,25003,1,1,1
"84","1101626","35000",1,"GR",2.79,1454,"50900","NONE",0,0,0.4,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY","WHITE",1,117,5,9,1,"1",2,"C",5,8,1,7,9,11,7,".",5,8,1,3,"0",1,0,8,1,".","1","1","0",".","1",1,"1",1201,25003,1,1,1
"85","1101626","10158",1,"DR",3.99,1443,"83050","B",0,1,0.25,"REGULAR","MISSING","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","POTASSIUM NITRATE","SENSITIVE ANTI CAVTY","MISSING",1,12,5,9,1,"1",2,"C",5,8,1,7,9,11,7,".",5,8,1,3,"0",1,0,8,1,".","1","1","0",".","1",1,"1",1201,25003,1,1,1
"86","1101626","35000",1,"DR",2.99,1459,"74508","A",0,1,0.2625,"REGULAR","REGULAR","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHTN ANTC ANTG ANTP","MISSING",1,117,5,9,1,"1",2,"C",5,8,1,7,9,11,7,".",5,8,1,3,"0",1,0,8,1,".","1","1","0",".","1",1,"1",1201,25003,1,1,1
"87","1101626","35000",1,"DR",1.99,1472,"50900","B",0,1,0.4,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY","WHITE",1,117,5,9,1,"1",2,"C",5,8,1,7,9,11,7,".",5,8,1,3,"0",1,0,8,1,".","1","1","0",".","1",1,"1",1201,25003,1,1,1
"88","1101709","33200",1,"GR",4.49,1431,"18128","NONE",0,0,0.2688,"REGULAR","FRESH MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","MISSING","WHITENING ANTI CAVTY","MISSING",1,54,0,8,1,"1",2,"C",4,6,1,7,9,11,7,".",4,6,1,3,"0",0,0,8,5,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"89","1101709","33200",1,"GR",3.99,1432,"18128","NONE",0,0,0.2688,"REGULAR","FRESH MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","MISSING","WHITENING ANTI CAVTY","MISSING",1,54,0,8,1,"1",2,"C",4,6,1,7,9,11,7,".",4,6,1,3,"0",0,0,8,5,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"90","1101758","53100",1,"GR",0.87,1450,"33300","B",2,1,0.375,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","TRIPLE PROTECTION","RED WHITE & GREEN",1,39,0,8,2,"1",2,"C",5,6,4,5,6,7,2,"0",5,6,4,2,"0",0,1,8,2,".","3","3","0",".","1",1,"1",1201,25003,1,1,1
"91","1101758","53100",1,"GR",3.99,1429,"32430","NONE",0,0,0.35,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","POTASSIUM NITRATE","SNSTV ANT CVTY WHTNG","RED WHITE & BLUE",1,39,0,8,2,"1",2,"C",5,6,4,5,6,7,2,"0",5,6,4,2,"0",0,1,8,2,".","3","3","0",".","1",1,"1",1201,25003,1,1,1
"92","1101758","53100",3,"GR",3,1476,"33300","B",0,1,0.375,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","TRIPLE PROTECTION","RED WHITE & GREEN",1,39,0,8,2,"1",2,"C",5,6,4,5,6,7,2,"0",5,6,4,2,"0",0,1,8,2,".","3","3","0",".","1",1,"1",1201,25003,1,1,1
"93","1101766","35000",2,"DR",5.98,1451,"74004","B",0,1,0.4875,"REGULAR","CLEAN MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","GN AN CV AN PL TR CN","MISSING",1,117,0,4,2,"1",2,"C",6,7,10,6,8,10,4,"0",6,7,10,4,"0",0,0,8,2,".","2","2","0",".","1",1,"1",1201,25003,1,1,1
"94","1102236","10158",1,"GR",5.59,1463,"7704","NONE",0,0,0.25,"REGULAR","ORIGINAL","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","SENSITIVE ANTI CAVTY","PURPLE",1,12,5,7,1,"1",2,"C",6,6,4,7,9,11,7,".",6,6,4,3,"0",1,2,8,4,".","1","1","0",".","1",1,"1",1226,25003,1,1,1
"95","1102236","10158",2,"GR",7.98,1442,"7704","B",0,1,0.25,"REGULAR","ORIGINAL","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","SENSITIVE ANTI CAVTY","PURPLE",1,12,5,7,1,"1",2,"C",6,6,4,7,9,11,7,".",6,6,4,3,"0",1,2,8,4,".","1","1","0",".","1",1,"1",1226,25003,1,1,1
"96","1102236","10158",1,"GR",5.59,1470,"7704","NONE",0,0,0.25,"REGULAR","ORIGINAL","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","SENSITIVE ANTI CAVTY","PURPLE",1,12,5,7,1,"1",2,"C",6,6,4,7,9,11,7,".",6,6,4,3,"0",1,2,8,4,".","1","1","0",".","1",1,"1",1226,25003,1,1,1
"97","1102236","10158",1,"GR",5.59,1439,"7704","NONE",0,0,0.25,"REGULAR","ORIGINAL","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","SENSITIVE ANTI CAVTY","PURPLE",1,12,5,7,1,"1",2,"C",6,6,4,7,9,11,7,".",6,6,4,3,"0",1,2,8,4,".","1","1","0",".","1",1,"1",1226,25003,1,1,1
"98","1102277","10158",1,"GR",5.99,1438,"8404","NONE",0,0,0.25,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","POTASSIUM NITRATE","SNSTV WHTNNG ANT-CVT","MISSING",1,12,0,5,2,"1",2,"C",6,4,10,6,4,10,4,"0",6,4,10,4,"0",0,0,8,2,".","2","1",".",".",".",1,"1",1201,25003,1,1,1
"99","1102277","10158",1,"GR",3.98,1445,"8504","C",0,1,0.25,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","POTASSIUM NITRATE","SNS TRT CNTANTCVTWHT","MISSING",1,12,0,5,2,"1",2,"C",6,4,10,6,4,10,4,"0",6,4,10,4,"0",0,0,8,2,".","2","1",".",".",".",1,"1",1201,25003,1,1,1
"100","1102277","35000",1,"GR",2.99,1438,"76201","NONE",0,0,0.375,"REGULAR","REGULAR","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHT ANT ANTANTBRTFRS","GREEN",1,117,0,5,2,"1",2,"C",6,4,10,6,4,10,4,"0",6,4,10,4,"0",0,0,8,2,".","2","1",".",".",".",1,"1",1201,25003,1,1,1
"101","1102277","35000",1,"GR",2.99,1464,"76201","NONE",0,0,0.375,"REGULAR","REGULAR","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHT ANT ANTANTBRTFRS","GREEN",1,117,0,5,2,"1",2,"C",6,4,10,6,4,10,4,"0",6,4,10,4,"0",0,0,8,2,".","2","1",".",".",".",1,"1",1201,25003,1,1,1
"102","1102277","10158",1,"GR",5.99,1429,"8375","NONE",0,0,0.25,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","POTASSIUM NITRATE","SNSTV WHTNNG ANT-CVT","MISSING",1,12,0,5,2,"1",2,"C",6,4,10,6,4,10,4,"0",6,4,10,4,"0",0,0,8,2,".","2","1",".",".",".",1,"1",1201,25003,1,1,1
"103","1102277","37000",1,"GR",4.49,1452,"45309","NONE",0,0,0.2563,"REGULAR","CLEAN MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","SNSTV WHTNNG ANT-CVT","GREEN",1,145,0,5,2,"1",2,"C",6,4,10,6,4,10,4,"0",6,4,10,4,"0",0,0,8,2,".","2","1",".",".",".",1,"1",1201,25003,1,1,1
"104","1102277","10158",1,"GR",5.99,1476,"8504","NONE",0,0,0.25,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","POTASSIUM NITRATE","SNS TRT CNTANTCVTWHT","MISSING",1,12,0,5,2,"1",2,"C",6,4,10,6,4,10,4,"0",6,4,10,4,"0",0,0,8,2,".","2","1",".",".",".",1,"1",1201,25003,1,1,1
"105","1102277","10158",1,"GR",5.99,1466,"8404","NONE",0,0,0.25,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","POTASSIUM NITRATE","SNSTV WHTNNG ANT-CVT","MISSING",1,12,0,5,2,"1",2,"C",6,4,10,6,4,10,4,"0",6,4,10,4,"0",0,0,8,2,".","2","1",".",".",".",1,"1",1201,25003,1,1,1
"106","1102491","35000",1,"GR",3.49,1431,"76460","NONE",0,0,0.2875,"REGULAR","CLEAN MINT","GEL","NEAT SQUEEZE DSPNSR","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHTN ANTC BRTH FRSH","GREEN",1,117,0,6,2,"1",2,"C",6,6,10,6,4,10,4,"0",6,6,10,4,"0",0,0,8,2,".","2","1","0",".","1",1,"1",1201,25003,1,1,1
"107","1102525","37000",1,"GR",1.29,1442,"45643","NONE",0,0,0.0531,"TRIAL","MISSING","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","RED & WHITE",1,145,0,3,1,"1",2,"C",6,4,13,7,9,11,7,".",6,4,13,1,"0",0,0,8,4,".","1","1","0",".","1",1,"1",1201,25003,1,1,1
"108","1102624","37000",1,"GR",3,1430,"6224","A",1,1,0.375,"REGULAR","MISSING","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHT ANT ANTANTBRTFRS","RED",1,145,0,1,1,"1",1,"C",6,4,10,7,9,11,7,".",6,4,10,4,"0",0,1,8,4,"1","1","1","0",".","1",1,"1",1201,25003,1,1,1
"109","1102624","35000",1,"GR",3.49,1441,"74508","NONE",0,0,0.2625,"REGULAR","REGULAR","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHTN ANTC ANTG ANTP","MISSING",1,117,0,1,1,"1",1,"C",6,4,10,7,9,11,7,".",6,4,10,4,"0",0,1,8,4,"1","1","1","0",".","1",1,"1",1201,25003,1,1,1
"110","1102772","24291",1,"GR",1.99,1447,"29050","NONE",0,0,0.0469,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","ANTI CAVITY","MISSING",1,6,0,8,2,"1",2,"C",4,6,10,4,5,6,3,"0",4,6,10,3,"0",1,1,8,2,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"111","1102772","24291",2,"GR",2.98,1447,"29052","NONE",0,0,0.125,"REGULAR","ORIGINAL","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","ANTI CAVITY","MISSING",1,6,0,8,2,"1",2,"C",4,6,10,4,5,6,3,"0",4,6,10,3,"0",1,1,8,2,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"112","1102772","24291",1,"GR",1.49,1447,"29985","NONE",0,0,0.0531,"REGULAR","REGULAR","PASTE","PEG CARD BLISTER PCK","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","CAVITY PROTECTION","MISSING",1,6,0,8,2,"1",2,"C",4,6,10,4,5,6,3,"0",4,6,10,3,"0",1,1,8,2,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"113","1102772","24291",1,"GR",1.49,1447,"29803","NONE",0,0,0.0531,"TRIAL","MINTY FRESH","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","GREEN",1,6,0,8,2,"1",2,"C",4,6,10,4,5,6,3,"0",4,6,10,3,"0",1,1,8,2,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"114","1102772","24291",1,"GR",0.99,1447,"29030","NONE",0,0,0.0531,"REGULAR","REGULAR","PASTE","TB IN PG CR BLSTR PC","TOOTHPASTE","SHELF STABLE","FLUORIDE","ANTI CAVITY","MISSING",1,6,0,8,2,"1",2,"C",4,6,10,4,5,6,3,"0",4,6,10,3,"0",1,1,8,2,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"115","1103101","35000",1,"GR",2.99,1447,"74210","NONE",0,0,0.4,"REGULAR","MISSING","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","GREEN",1,117,0,6,1,"1",2,"C",4,4,7,4,4,7,3,"0",7,9,11,7,".",0,4,8,1,".","2","1","0",".","1",1,"1",1201,25003,1,1,1
"116","1103101","37000",1,"GR",3.49,1439,"3476","NONE",0,0,0.375,"REGULAR","LEMON ICE","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","MISSING",1,145,0,6,1,"1",2,"C",4,4,7,4,4,7,3,"0",7,9,11,7,".",0,4,8,1,".","2","1","0",".","1",1,"1",1201,25003,1,1,1
"117","1103101","37000",1,"GR",2.99,1435,"3154","B",0,1,0.5,"REGULAR","CITRUS SPLASH","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHTN ANTC BRTH FRSH","ORANGE AND WHITE",1,145,0,6,1,"1",2,"C",4,4,7,4,4,7,3,"0",7,9,11,7,".",0,4,8,1,".","2","1","0",".","1",1,"1",1201,25003,1,1,1
"118","1103101","35000",1,"GR",0.93,1472,"57097","A",2,1,0.4,"REGULAR","COOL MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHTNN TRT CTR AN CVT","WHITE",1,117,0,6,1,"1",2,"C",4,4,7,4,4,7,3,"0",7,9,11,7,".",0,4,8,1,".","2","1","0",".","1",1,"1",1201,25003,1,1,1
"119","1103101","53100",1,"GR",2.39,1439,"32250","NONE",0,0,0.4,"REGULAR","EXTRA FRESH","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","TRIPLE PROTECTION","RED WHITE & BLUE",1,39,0,6,1,"1",2,"C",4,4,7,4,4,7,3,"0",7,9,11,7,".",0,4,8,1,".","2","1","0",".","1",1,"1",1201,25003,1,1,1
"120","1103101","35000",2,"GR",1.86,1472,"74210","A",2,1,0.4,"REGULAR","MISSING","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","GREEN",1,117,0,6,1,"1",2,"C",4,4,7,4,4,7,3,"0",7,9,11,7,".",0,4,8,1,".","2","1","0",".","1",1,"1",1201,25003,1,1,1
"121","1103234","10158",1,"GR",3.44,1428,"7704","B",0,1,0.25,"REGULAR","ORIGINAL","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","SENSITIVE ANTI CAVTY","PURPLE",1,12,0,8,2,"1",2,"C",6,4,10,6,4,10,4,"0",6,4,10,4,"0",0,0,8,2,".","2","2","0",".","1",1,"1",1201,25003,1,1,1
"122","1103234","10158",1,"GR",3.16,1446,"7704","B",0,1,0.25,"REGULAR","ORIGINAL","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","SENSITIVE ANTI CAVTY","PURPLE",1,12,0,8,2,"1",2,"C",6,4,10,6,4,10,4,"0",6,4,10,4,"0",0,0,8,2,".","2","2","0",".","1",1,"1",1201,25003,1,1,1
"123","1103234","10158",1,"GR",3.22,1467,"7704","B",2,1,0.25,"REGULAR","ORIGINAL","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","SENSITIVE ANTI CAVTY","PURPLE",1,12,0,8,2,"1",2,"C",6,4,10,6,4,10,4,"0",6,4,10,4,"0",0,0,8,2,".","2","2","0",".","1",1,"1",1201,25003,1,1,1
"124","1103895","35000",1,"GR",2.99,1478,"50900","NONE",2,0,0.4,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY","WHITE",1,117,0,6,2,"1",2,"C",6,4,10,6,5,10,4,"0",6,4,10,4,"0",0,0,8,2,".","2","2","0",".","1",1,"1",1201,25003,1,1,1
"125","1103895","35000",1,"GR",2.13,1470,"76201","NONE",0,1,0.375,"REGULAR","REGULAR","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHT ANT ANTANTBRTFRS","GREEN",1,117,0,6,2,"1",2,"C",6,4,10,6,5,10,4,"0",6,4,10,4,"0",0,0,8,2,".","2","2","0",".","1",1,"1",1201,25003,1,1,1
"126","1103895","35000",1,"GR",1.83,1456,"74003","B",2,1,0.375,"REGULAR","CLEAN MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","GN AN CV AN PL TR CN","GREEN",1,117,0,6,2,"1",2,"C",6,4,10,6,5,10,4,"0",6,4,10,4,"0",0,0,8,2,".","2","2","0",".","1",1,"1",1201,25003,1,1,1
"127","1103895","53100",1,"GR",1.37,1449,"32210","NONE",0,1,0.4,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","TRIPLE PROTECTION","RED WHITE & BLUE",1,39,0,6,2,"1",2,"C",6,4,10,6,5,10,4,"0",6,4,10,4,"0",0,0,8,2,".","2","2","0",".","1",1,"1",1201,25003,1,1,1
"128","1103895","35000",1,"GR",2.02,1461,"74003","B",2,1,0.375,"REGULAR","CLEAN MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","GN AN CV AN PL TR CN","GREEN",1,117,0,6,2,"1",2,"C",6,4,10,6,5,10,4,"0",6,4,10,4,"0",0,0,8,2,".","2","2","0",".","1",1,"1",1201,25003,1,1,1
